Source,Destination,Shipment_Date,Weight,Volume,Equipment_Type,Carrier_Name,Freight_Rate,Shipment_ID,Service_Level,Temperature,Pickup_Date,Loading_Dock_Type,Shipment_Status,VIN,Payment_Terms,Commodity_Type,Distance,Driver_ID
Ranchi,Cochi,32/02/2026,1502 Ton,21 m3,Flatbed,Knight Transportation,"USD 3,901",SH100369,Overnight,2°C,"January 15, 2024",Dock,In Transit,VIN-1679679,COL,Chemicals,300km,DRIVER5416679
Trichy,Ahmedabad,06-03-2026,12250 KG,95 cubic meters,Flatbed,SWIFT TRANSPORT,2424,SH100370,Premium,8C,15-01-2024,Forklift,Delivered,VIN5092724,PPD,Furniture,700 km,DRIVER6242684
Raipur,Vijayawada,06-03-2026,9224 Ton,99 cu ft,Tanker,Ryder Logistics,1011,SH100371,Priority,5 °C,2024-01-15T08:30,Lift Gate,Processing,VIN:7893039,Collect,Furniture,1000kms,DRIVER4871281
Surat,Hosur,06-03-2026,6614 tons,29 cu ft,fulltruck,Ryder Logistics,1384,SH100372,Priority,20 °C,01/15/2024,Dock,Delayed,vin7008161,COL,Pharma,400 kilometers,drv7411854
Varanasi,Pune,32/02/2026,8496 tons,99 cu ft,LTL,SWIFT TRANSPORT,EUR 3611,SH100373,Urgent,40°F,20240115,Rear Load,Processing,VIN:8230007,Prepaid,Chemicals,300km,drv4020599
Gurgaon,Patna,Feb 6 2026,15206 kg,92 m3,FTL,Ryder Logistics,"USD 2,999",SH100374,Ground,8C,"January 15, 2024",Ramp,Delayed,vin9552520,PPD,Chemicals,900 km,DRIVER2177476
Gurgaon,Patna,03-06-2026,17725 kg,82 cubic meters,Full Truck Load,Swift Transport,USD 1299,SH100375,Overnight,Cold,2024-01-15T08:30,Dock,In Transit,VIN:9144791,STC,Steel,600 KM,DRIVER7709376
Mumbai,Delhi,06-03-2026,15054 Ton,28 m3,Container,Maersk Line,"USD 1,312",SH100376,Standard,-10°F,15-01-2024,Dock,Delayed,VIN:3522559,STC,Machinery,600 KM,drv7887111
Cochi,Chandigarh,06-03-2026,7919 KG,70 cubic meters,FTL,UPS Logistics,2985,SH100377,Express,-5C,2024-01-15T08:30,Ramp,Pending,vin6901131,STC,Auto Parts,800 KM,DRV-8676646
Mumbai,Chennai,32/02/2026,9528 tons,100 m3,Dry Van,Maersk Line,2468 USD,SH100378,Premium,-10°F,2024-01-15T08:30,No Dock,Picked Up,VIN:4339849,Freight Collect,Pharma,700 km,DRV-9887988
Patna,Chennai,March 6 2026,11450 tons,28 m3,Dry Van,FedEx Freight,1650,SH100379,Next Day,No Temp Control,01/15/2024,Loading Dock,In Transit,VIN:7622041,Collect,Auto Parts,600 KM,DRV5269896
Cochi,Chandigarh,March 6 2026,543 lbs,59 cubic meters,Container,UPS Logistics,900,SH100380,Economy,Frozen,01/15/2024,No Dock,Pending,VIN5366913,Collect,Electronics,300km,DRV-9348070
Raipur,Vijayawada,06-03-2026,5839 tons,49 CBM,Full Truck Load,Swift Transport,₹2454,SH100381,Next Day,-5C,"January 15, 2024",Open Yard,In Transit,vin4530721,COL,Plastic Goods,700 km,DRV-5546871
Chennai,Hyderabad,06-03-2026,12741 lbs,97 cubic meters,LTL,Knight Transportation,2645 USD,SH100382,Express,No Temp Control,15-01-2024,Forklift,Delivered,vin2545001,Freight Collect,Steel,900 km,DRIVER1447393
Hyderabad,Ahmedabad,March 6 2026,19105 Ton,59 CBM,FTL,UPS Logistics,1939,SH100383,Same Day,-5C,"January 15, 2024",Forklift,In Transit,VIN 9133557,PPD,Electronics,400 kilometers,DRV7461231
Varanasi,Nagpur,32/02/2026,9708 lbs,54 CBM,FTL,Maersk Line,"₹2,291",SH100384,Overnight,2C,Jan 15 2024,Dock,Picked Up,VIN:3319612,Collect,Textiles,900 km,drv4911108
Chennai,Hyderabad,March 6 2026,12312 lbs,41 cubic meters,Full Truck Load,SWIFT TRANSPORT,USD 1167,SH100385,Standard,Frozen,01/15/2024,Ramp,On Hold,VIN 4015016,Freight Prepaid,Auto Parts,1200 kilometers,drv2423109
Mumbai,Delhi,06-03-2026,9456 lbs,35 CBM,Full Truck Load,Swift Transport,2974 USD,SH100386,Express,+4C,01/15/2024,Side Load,Cancelled,VIN 9740153,COL,Auto Parts,500km,DRV-1170292
Coimbatore,Chennai,32/02/2026,734 KG,42 cubic meters,Step Deck,UPS Logistics,"EUR 3,527",SH100387,Next Day,35°F,01/15/2024,Open Yard,Picked Up,VIN 7149817,Prepaid,Furniture,450-km,DRV 3097077
Ahmedabad,Ranchi,06-03-2026,11345 lbs,30 CBM,Step Deck,FedEx Freight,"₹3,357",SH100388,Premium,+4C,20240115,Lift Gate,On Hold,VIN4295781,STC,Steel,700 km,DRV-2826721
Gurgaon,Patna,03-06-2026,17876 kg,60 m3,LTL,Schneider National,USD 1624,SH100389,Urgent,40°F,"January 15, 2024",Dock,Processing,VIN:1907342,Collect,Plastic Goods,450-km,DRV 9680977
Nagpur,Delhi,06-03-2026,15708 kg,91 CBM,Less Than Truckload,Ryder Logistics,EUR 1882,SH100390,Ground,-10°F,15-01-2024,Loading Dock,Cancelled,VIN 9796895,Prepaid,FMCG,400 kilometers,DRV 3417242
Patna,Kanpur,06-03-2026,19875 kg,76 cubic meters,Less Than Truckload,Ryder Logistics,3545 USD,SH100391,Premium,-10°F,"January 15, 2024",No Dock,Cancelled,VIN9993791,PPD,Pharma,1000kms,DRIVER1782488
Mumbai,Trichy,06-03-2026,6193 tons,82 cu ft,Step Deck,Maersk Line,2782 USD,SH100392,Economy,Ambient,15-01-2024,Side Load,Delayed,VIN:3738090,COL,Auto Parts,700 km,drv6083447
Chennai,Visakhapatnam,06-03-2026,8794 kg,27 m3,Reefer,UPS Logistics,"EUR 2,490",SH100393,Standard,+4C,01/15/2024,Lift Gate,Cancelled,VIN 9395612,PPD,Machinery,1200 kilometers,DRV 2447851
Cochi,Chandigarh,06-03-2026,12000 lbs,32 cu ft,Dry Van,DHL Express,1104,SH100394,Express,2C,15-01-2024,Open Yard,Processing,VIN3862393,PPD,Chemicals,700 km,DRV6392693
Guwahati,Hyderabad,06-03-2026,12915 KG,34 cu ft,Flatbed,Maersk Line,1085,SH100395,Economy,2C,01/15/2024,Loading Dock,Cancelled,VIN:5857848,COL,Machinery,250 km,drv9107475
Indore,Nagpur,03-06-2026,18624 tons,55 cubic meters,Lowboy,Schneider National,1945 USD,SH100396,Same Day,Frozen,"January 15, 2024",Rear Load,In Transit,VIN 8781393,Freight Collect,Textiles,400 kilometers,DRIVER1748675
Raipur,Vijayawada,March 6 2026,894 tons,21 m3,Full Truck Load,FedEx Freight,3086,SH100397,Premium,35°F,2024-01-15T08:30,Loading Dock,Picked Up,VIN:1909620,Freight Collect,Textiles,900 km,DRV-1976163
Cochi,Chandigarh,03-06-2026,14286 tons,73 cubic meters,LTL,UPS Logistics,₹2722,SH100398,Ground,2C,01/15/2024,Loading Dock,In Transit,vin4108838,Freight Collect,Chemicals,600 KM,DRV-5993776
Trichy,Chennai,06-03-2026,14858 kg,4 cu ft,Less Than Truckload,Knight Transportation,1156 USD,SH100399,Priority,-5C,15-01-2024,Dock,In Transit,vin5625188,PPD,Machinery,800 KM,DRV-9141790
Mumbai,Chennai,Feb 6 2026,19241 Ton,78 CBM,Less Than Truckload,DHL Express,3281 USD,SH100400,Same Day,Frozen,"January 15, 2024",Lift Gate,Pending,VIN 6243313,Freight Prepaid,Steel,1200 kilometers,drv5322391
Trichy,Nagpur,March 6 2026,17434 tons,79 m3,Tanker,FedEx Freight,"$2,432",SH100401,Standard,8C,20240115,Lift Gate,Processing,VIN1206062,COL,Steel,700 km,DRV6755158
Hyderabad,Visakhapatnam,06-03-2026,7376 KG,2 CBM,fulltruck,Knight Transportation,1026,SH100402,Premium,2C,"January 15, 2024",Lift Gate,Cancelled,VIN:7671992,PPD,Furniture,1200 kilometers,DRV-8238921
Ahmedabad,Ranchi,06-03-2026,2310 kg,35 cu ft,Lowboy,XPO Logistics,₹2588,SH100403,Next Day,35°F,Jan 15 2024,Lift Gate,On Hold,VIN 4929800,Collect,Textiles,500km,DRIVER8074720
Noida,Hosur,Feb 6 2026,7256 KG,65 cu ft,Dry Van,Maersk Line,3877,SH100404,Same Day,2C,01/15/2024,Side Load,Picked Up,VIN-1145339,COL,Agricultural Products,1000kms,DRV 3994905
Hyderabad,Visakhapatnam,03-06-2026,3129 Ton,72 m3,Tanker,DHL Express,3993 USD,SH100405,Priority,2°C,2024-01-15T08:30,Rear Load,Processing,VIN:3134248,Freight Prepaid,Chemicals,900 km,DRV9352387
Guwahati,Hyderabad,March 6 2026,3275 Ton,50 cubic meters,Full Truck Load,FedEx Freight,2340 USD,SH100406,Economy,+4C,Jan 15 2024,Side Load,Pending,VIN7902389,PPD,Agricultural Products,500km,DRV 6207295
Patna,Kanpur,06-03-2026,6493 KG,10 m3,Lowboy,Landstar System,USD 2269,SH100407,Ground,35°F,"January 15, 2024",No Dock,In Transit,vin9259554,Freight Prepaid,FMCG,350 KM,DRIVER9839324
Ahmedabad,Ranchi,March 6 2026,9687 Ton,30 CBM,Reefer,Landstar System,"EUR 1,992",SH100408,Overnight,No Temp Control,15-01-2024,Dock,On Hold,VIN1262319,COL,Plastic Goods,250 km,DRV 3572888
Indore,Chennai,Feb 6 2026,2691 lbs,22 m3,Flatbed,Swift Transport,"EUR 1,879",SH100409,Standard,20 °C,Jan 15 2024,Rear Load,Delayed,VIN9478435,COL,Auto Parts,300km,DRV-6768769
Vijayawada,Ahmedabad,March 6 2026,11934 lbs,20 cu ft,Full Truck Load,Ryder Logistics,"₹1,428",SH100410,Standard,35°F,20240115,Side Load,Cancelled,vin9190213,Collect,Electronics,500km,DRIVER9262783
Hyderabad,Visakhapatnam,06-03-2026,8991 tons,40 cubic meters,Less Than Truckload,Ryder Logistics,1588 USD,SH100411,Premium,5 °C,20240115,Forklift,Cancelled,vin2781339,Collect,Pharma,500km,DRV 5746929
Varanasi,Pune,03-06-2026,14945 lbs,25 m3,Full Truck Load,Schneider National,$1948,SH100412,Urgent,Frozen,15-01-2024,Loading Dock,On Hold,VIN4874850,Freight Prepaid,Chemicals,450-km,DRIVER4093240
Pune,Varanasi,32/02/2026,17315 lbs,37 CBM,Flatbed,XPO Logistics,"USD 3,492",SH100413,STD,5 °C,2024-01-15T08:30,Forklift,On Hold,VIN 1155579,PPD,Agricultural Products,700 km,DRIVER8042973
Varanasi,Pune,03-06-2026,7811 lbs,6 m3,Tanker,UPS Logistics,"USD 1,021",SH100414,Premium,8C,20240115,Ramp,Pending,VIN8048336,Freight Prepaid,Pharma,800 KM,DRV8827280
Ranchi,Mumbai,Feb 6 2026,3120 KG,20 cu ft,Dry Van,Schneider National,"$2,758",SH100415,Premium,-10°F,15-01-2024,No Dock,On Hold,VIN 9305084,Freight Prepaid,Furniture,400 kilometers,DRV-6926213
Ahmedabad,Gurgaon,06-03-2026,1255 Ton,97 m3,Step Deck,Knight Transportation,2664,SH100416,STD,Ambient,2024-01-15T08:30,Forklift,Processing,VIN:8653955,Freight Collect,Auto Parts,350 KM,DRV3450531
Nagpur,Delhi,32/02/2026,19723 Ton,79 m3,Tanker,Ryder Logistics,1546,SH100417,Same Day,-5C,Jan 15 2024,Lift Gate,In Transit,VIN9631481,Freight Prepaid,Furniture,600 KM,DRV3034889
Chennai,Hyderabad,32/02/2026,17345 KG,10 cubic meters,Dry Van,Schneider National,$1874,SH100418,STD,20 °C,2024-01-15T08:30,Loading Dock,Delayed,VIN 1067816,Freight Prepaid,Textiles,1200 kilometers,DRV 2988640
Jaipur,Gurgaon,03-06-2026,4308 KG,97 CBM,Reefer,JB Hunt,1609 USD,SH100419,STD,20 °C,2024-01-15T08:30,Lift Gate,On Hold,vin9373741,COL,FMCG,450-km,DRV6690421
Mumbai,Chennai,32/02/2026,112 lbs,73 CBM,fulltruck,Schneider National,1426 USD,SH100420,STD,40°F,01/15/2024,Lift Gate,Picked Up,VIN:3633607,Prepaid,Furniture,1000kms,DRV1940739
Chandigarh,Ahmedabad,Feb 6 2026,13605 Ton,97 cubic meters,fulltruck,Maersk Line,1266,SH100421,Express,No Temp Control,Jan 15 2024,Lift Gate,In Transit,VIN2793028,PPD,Plastic Goods,350 KM,DRV 4217168
Bhopal,Ranchi,March 6 2026,12514 lbs,82 CBM,Dry Van,UPS Logistics,3651,SH100422,Priority,8C,15-01-2024,Dock,On Hold,VIN2245011,Prepaid,Auto Parts,350 KM,DRV-3339226
Bhopal,Chennai,03-06-2026,14047 lbs,89 m3,Full Truck Load,JB Hunt,1986,SH100423,Express,2°C,Jan 15 2024,Side Load,Cancelled,vin5361664,Freight Prepaid,Steel,600 KM,drv1568507
Mumbai,Trichy,32/02/2026,10414 Ton,35 CBM,Tanker,Maersk Line,$1271,SH100424,Next Day,2C,01/15/2024,Open Yard,In Transit,VIN-2971001,COL,Pharma,1200 kilometers,drv8307957
Chennai,Hyderabad,03-06-2026,8277 lbs,5 CBM,Dry Van,Knight Transportation,3991,SH100425,Priority,-10°F,"January 15, 2024",Ramp,Processing,vin4888651,STC,Pharma,700 km,DRV 7708239
Gurgaon,Patna,03-06-2026,6365 KG,15 cu ft,Reefer,XPO Logistics,₹2445,SH100426,Priority,40°F,"January 15, 2024",Ramp,On Hold,VIN:3967066,Freight Prepaid,Machinery,500km,drv4483250
Pune,Varanasi,March 6 2026,9060 kg,37 CBM,Flatbed,Swift Transport,2457 USD,SH100427,Standard,8C,01/15/2024,No Dock,Processing,VIN 9276360,STC,Furniture,800 KM,DRV-3324535
Chennai,Hyderabad,March 6 2026,8286 KG,31 cubic meters,LTL,Maersk Line,EUR 2315,SH100428,STD,-5C,20240115,Loading Dock,Delivered,VIN8522410,Collect,Machinery,1000kms,DRV 2984812
Mumbai,Trichy,Feb 6 2026,19698 lbs,26 cu ft,LTL,DHL Express,3092 USD,SH100429,Overnight,35°F,20240115,Forklift,Processing,VIN 6381632,STC,Machinery,1000kms,DRV7429481
Jaipur,Gurgaon,Feb 6 2026,8880 tons,49 CBM,Dry Van,SWIFT TRANSPORT,3755,SH100430,Premium,Frozen,15-01-2024,Loading Dock,Pending,VIN:9122927,Freight Collect,Machinery,400 kilometers,DRV-3013691
Delhi,Guwahati,06-03-2026,12272 tons,79 cu ft,Dry Van,Landstar System,$1474,SH100431,Urgent,Frozen,15-01-2024,Open Yard,Delivered,vin3717916,Prepaid,Chemicals,400 kilometers,DRV-2886698
Gurgaon,Chandigarh,06-03-2026,6591 Ton,87 m3,Tanker,FedEx Freight,"₹1,321",SH100432,Overnight,Frozen,Jan 15 2024,No Dock,Pending,VIN 6713919,Prepaid,Pharma,450-km,DRV2720845
Mumbai,Kanpur,32/02/2026,13544 lbs,13 m3,Flatbed,Ryder Logistics,"USD 3,707",SH100433,Standard,Frozen,2024-01-15T08:30,Forklift,Delayed,vin3647875,Collect,Pharma,500km,DRV-1443121
Delhi,Chennai,Feb 6 2026,2417 kg,11 CBM,Full Truck Load,XPO Logistics,USD 3126,SH100434,Premium,Cold,20240115,Loading Dock,Processing,VIN1018136,Prepaid,Textiles,500km,drv5582193
Trichy,Ahmedabad,Feb 6 2026,13281 Ton,67 CBM,Less Than Truckload,XPO Logistics,"USD 1,915",SH100435,STD,Cold,20240115,Side Load,Delivered,VIN-5071825,Freight Prepaid,Textiles,900 km,DRV 3224719
Varanasi,Pune,06-03-2026,7207 tons,11 cu ft,Flatbed,Maersk Line,"₹3,500",SH100436,Economy,40°F,15-01-2024,Dock,In Transit,vin5574851,Freight Collect,Steel,350 KM,DRIVER6166422
Patna,Kanpur,Feb 6 2026,10436 kg,91 m3,Less Than Truckload,XPO Logistics,1126,SH100437,Premium,Frozen,"January 15, 2024",No Dock,On Hold,VIN 8393345,STC,Pharma,700 km,drv1144764
Ahmedabad,Hyderabad,03-06-2026,4131 KG,86 cu ft,Less Than Truckload,UPS Logistics,USD 2135,SH100438,Standard,35°F,20240115,Rear Load,Processing,VIN 3906350,STC,Auto Parts,400 kilometers,DRV-2579330
Chandigarh,Ahmedabad,Feb 6 2026,8010 tons,71 m3,Flatbed,FedEx Freight,1824 USD,SH100439,STD,-10°F,20240115,Side Load,In Transit,vin4862009,Prepaid,Plastic Goods,400 kilometers,drv7974818
Nagpur,Delhi,03-06-2026,18048 KG,8 m3,Full Truck Load,FedEx Freight,USD 1705,SH100440,Urgent,8C,01/15/2024,Rear Load,In Transit,VIN5451158,Collect,Auto Parts,450-km,DRIVER6817847
Jaipur,Gurgaon,Feb 6 2026,721 tons,23 CBM,Lowboy,JB Hunt,2552,SH100441,Premium,5 °C,01/15/2024,Rear Load,Processing,VIN 1893896,PPD,Machinery,900 km,DRV2015517
Indore,Vijayawada,32/02/2026,18038 lbs,63 cu ft,Container,Schneider National,"USD 3,391",SH100442,STD,8C,Jan 15 2024,Open Yard,Delivered,VIN-5922922,Freight Prepaid,Chemicals,900 km,DRV 4948148
Ahmedabad,Ranchi,March 6 2026,10681 lbs,12 cu ft,Tanker,FedEx Freight,2550 USD,SH100443,Same Day,No Temp Control,15-01-2024,Loading Dock,Delayed,vin1730524,Freight Prepaid,Steel,300km,drv2949674
Pune,Varanasi,06-03-2026,19042 KG,72 cubic meters,FTL,Knight Transportation,₹1690,SH100444,Urgent,-10°F,15-01-2024,Side Load,Cancelled,VIN-1345130,Collect,Agricultural Products,800 KM,drv6208225
Vijayawada,Ahmedabad,03-06-2026,18814 lbs,9 m3,Container,Schneider National,3330 USD,SH100445,Priority,+4C,2024-01-15T08:30,Open Yard,Processing,VIN-3254571,COL,Textiles,400 kilometers,drv3625024
Coimbatore,Chennai,32/02/2026,17797 lbs,18 m3,Lowboy,Knight Transportation,1382 USD,SH100446,Express,35°F,Jan 15 2024,Lift Gate,Cancelled,VIN:8785442,PPD,Steel,700 km,DRV-3748937
Gurgaon,Chandigarh,06-03-2026,17591 Ton,33 cubic meters,Step Deck,JB Hunt,"₹3,032",SH100447,Premium,No Temp Control,15-01-2024,Rear Load,Picked Up,VIN-8106975,Freight Prepaid,Agricultural Products,500km,DRIVER2785446
Jaipur,Gurgaon,32/02/2026,1736 Ton,27 m3,LTL,XPO Logistics,"₹1,053",SH100448,Ground,-10°F,15-01-2024,Ramp,On Hold,VIN-6683194,Freight Collect,Electronics,350 KM,DRIVER3222681
Gurgaon,Patna,03-06-2026,18491 tons,60 m3,Container,Maersk Line,1303 USD,SH100449,Next Day,+4C,2024-01-15T08:30,Forklift,Delayed,vin9500404,COL,Steel,900 km,DRV4029973
Hyderabad,Visakhapatnam,03-06-2026,11410 lbs,7 cubic meters,Dry Van,FedEx Freight,2206 USD,SH100450,Priority,Ambient,15-01-2024,Forklift,Delivered,VIN:6932886,Freight Prepaid,Agricultural Products,1000kms,DRV-2229219
Indore,Nagpur,03-06-2026,768 Ton,4 cubic meters,Flatbed,UPS Logistics,"EUR 2,715",SH100451,Overnight,-10°F,2024-01-15T08:30,Open Yard,On Hold,VIN-9222778,Freight Prepaid,Steel,1000kms,DRIVER1277295
Ahmedabad,Hyderabad,06-03-2026,339 KG,64 cubic meters,Step Deck,FedEx Freight,EUR 3862,SH100452,Premium,No Temp Control,15-01-2024,Lift Gate,Pending,VIN 1618550,COL,Machinery,400 kilometers,DRIVER6777520
Indore,Ranchi,March 6 2026,693 tons,33 cubic meters,Dry Van,SWIFT TRANSPORT,EUR 3844,SH100453,Premium,No Temp Control,01/15/2024,No Dock,Delayed,VIN4707881,Prepaid,Agricultural Products,1200 kilometers,DRV4518724
Trichy,Lucknow,03-06-2026,4238 tons,5 CBM,Flatbed,Maersk Line,USD 2764,SH100454,Urgent,-10°F,"January 15, 2024",Loading Dock,In Transit,VIN-8662188,Freight Prepaid,FMCG,1000kms,DRV 2884819
Ranchi,Mumbai,06-03-2026,11328 tons,29 cubic meters,Full Truck Load,XPO Logistics,USD 3564,SH100455,Priority,+4C,15-01-2024,Ramp,Cancelled,VIN:8027622,PPD,Auto Parts,250 km,drv6720613
Pune,Varanasi,06-03-2026,6012 tons,28 cu ft,Dry Van,JB Hunt,3606,SH100456,Next Day,Ambient,15-01-2024,Side Load,Pending,VIN6821180,Collect,Furniture,800 KM,DRIVER1213222
Gurgaon,Chandigarh,March 6 2026,5442 tons,45 m3,Dry Van,FedEx Freight,2320,SH100457,Premium,2°C,Jan 15 2024,Side Load,Picked Up,VIN 1951499,COL,Machinery,450-km,DRV6463788
Varanasi,Nagpur,March 6 2026,13596 lbs,72 cu ft,Reefer,Knight Transportation,3968,SH100458,Overnight,No Temp Control,Jan 15 2024,Forklift,In Transit,VIN:2901849,PPD,Steel,700 km,DRIVER7836094
Gurgaon,Chandigarh,06-03-2026,15984 tons,90 cu ft,Reefer,Maersk Line,"EUR 3,845",SH100459,Next Day,5 °C,20240115,Side Load,In Transit,vin6585365,COL,Steel,450-km,DRIVER5578188
Ahmedabad,Hyderabad,06-03-2026,1176 Ton,70 CBM,Container,UPS Logistics,2134 USD,SH100460,Express,5 °C,Jan 15 2024,Forklift,In Transit,VIN-1295701,Freight Collect,Chemicals,700 km,DRV-3419554
Guwahati,Hyderabad,Feb 6 2026,5897 lbs,6 CBM,Less Than Truckload,DHL Express,"USD 3,639",SH100461,Economy,Cold,"January 15, 2024",Dock,Delivered,VIN:7252635,Prepaid,Plastic Goods,1200 kilometers,drv2173528
Gurgaon,Chandigarh,06-03-2026,14072 tons,65 cubic meters,Less Than Truckload,UPS Logistics,1623,SH100462,Economy,8C,15-01-2024,Side Load,Delivered,VIN2843074,STC,FMCG,1000kms,DRV 2756630
Vijayawada,Ahmedabad,32/02/2026,10160 lbs,71 m3,Tanker,FedEx Freight,$3106,SH100463,Standard,2°C,01/15/2024,Ramp,Pending,VIN 9518058,Freight Collect,Pharma,800 KM,drv5071282
Trichy,Nagpur,06-03-2026,16839 kg,54 cubic meters,Dry Van,Swift Transport,2096,SH100464,Next Day,+4C,15-01-2024,Ramp,On Hold,VIN:9393418,Freight Prepaid,Electronics,1000kms,DRV7739234
Chennai,Hyderabad,March 6 2026,2432 lbs,39 cubic meters,Full Truck Load,DHL Express,1222 USD,SH100465,STD,40°F,Jan 15 2024,Loading Dock,On Hold,VIN:2252082,STC,Electronics,300km,DRV 1367270
Madurai,Noida,06-03-2026,12697 KG,92 cu ft,Flatbed,DHL Express,2439,SH100466,Express,No Temp Control,Jan 15 2024,Rear Load,On Hold,VIN7092826,Prepaid,Pharma,500km,drv5447900
Mumbai,Delhi,03-06-2026,7100 kg,30 CBM,fulltruck,Landstar System,3038 USD,SH100467,Express,35°F,15-01-2024,Ramp,Pending,VIN:8366688,Collect,Auto Parts,600 KM,DRV-5178308
Mumbai,Chennai,Feb 6 2026,14673 kg,89 CBM,Reefer,DHL Express,3035 USD,SH100468,Next Day,40°F,20240115,Loading Dock,Cancelled,VIN:1735025,Prepaid,Auto Parts,500km,drv1342550
Hyderabad,Ahmedabad,March 6 2026,11117 lbs,48 cubic meters,Dry Van,Swift Transport,1748 USD,SH100469,Standard,35°F,15-01-2024,Forklift,Picked Up,VIN5975842,PPD,Textiles,400 kilometers,DRV-9718676
Ahmedabad,Chennai,03-06-2026,15262 tons,52 m3,Less Than Truckload,Ryder Logistics,3624,SH100470,STD,40°F,15-01-2024,Open Yard,Delayed,VIN 1002758,Collect,Agricultural Products,400 kilometers,DRV 6339714
Mumbai,Chennai,03-06-2026,7230 kg,14 m3,Less Than Truckload,DHL Express,"USD 1,556",SH100471,Premium,Frozen,15-01-2024,Loading Dock,On Hold,VIN:4283782,PPD,Textiles,600 KM,DRV4598919
Chennai,Visakhapatnam,06-03-2026,17800 KG,35 cu ft,Reefer,Maersk Line,"EUR 3,038",SH100472,Next Day,8C,20240115,Rear Load,Cancelled,VIN:4176356,Collect,Furniture,500km,drv6612597
Delhi,Vijayawada,Feb 6 2026,4131 KG,61 cu ft,Lowboy,FedEx Freight,2505,SH100473,Express,Ambient,"January 15, 2024",Side Load,Picked Up,VIN:5554080,Prepaid,Agricultural Products,900 km,DRV6412132
Delhi,Chennai,06-03-2026,11280 Ton,22 CBM,Step Deck,JB Hunt,"EUR 2,179",SH100474,Ground,2C,01/15/2024,Side Load,Delivered,vin9688802,Freight Prepaid,Auto Parts,300km,DRV9734474
Raipur,Vijayawada,Feb 6 2026,8339 Ton,29 m3,Dry Van,JB Hunt,"USD 1,625",SH100475,STD,35°F,"January 15, 2024",Open Yard,Delivered,VIN9429547,PPD,Furniture,400 kilometers,DRV1138850
Varanasi,Pune,Feb 6 2026,630 KG,18 CBM,Tanker,UPS Logistics,"₹2,939",SH100476,Priority,20 °C,20240115,Forklift,Delivered,VIN4058916,Freight Prepaid,Steel,300km,drv6171689
Raipur,Vijayawada,06-03-2026,15604 KG,34 cubic meters,Step Deck,Knight Transportation,2949,SH100477,Same Day,-5C,2024-01-15T08:30,Rear Load,Delivered,VIN-1511052,COL,Agricultural Products,1200 kilometers,DRV-4151159
Trichy,Ahmedabad,March 6 2026,10199 lbs,94 m3,Less Than Truckload,Knight Transportation,₹3283,SH100478,Next Day,40°F,15-01-2024,Open Yard,Processing,VIN-5547315,STC,Furniture,900 km,drv9270349
Pune,Varanasi,03-06-2026,18152 kg,44 m3,Less Than Truckload,Swift Transport,3441,SH100479,Economy,2C,15-01-2024,Open Yard,Picked Up,vin5678110,COL,FMCG,300km,drv6619851
Noida,Hosur,32/02/2026,19501 kg,77 cubic meters,FTL,Ryder Logistics,2875,SH100480,Same Day,-10°F,2024-01-15T08:30,Side Load,In Transit,VIN:6461228,Collect,Electronics,900 km,DRIVER2038049
Trichy,Lucknow,March 6 2026,12899 kg,61 cu ft,Lowboy,Maersk Line,3591,SH100481,Premium,20 °C,20240115,Ramp,Processing,VIN4380113,Freight Collect,Steel,800 KM,DRV7878506
Ahmedabad,Hyderabad,32/02/2026,4997 tons,66 m3,LTL,DHL Express,"$2,802",SH100482,Same Day,5 °C,Jan 15 2024,Side Load,Delayed,VIN 4493761,Prepaid,Textiles,900 km,DRIVER2813126
Chandigarh,Mumbai,06-03-2026,19911 Ton,36 m3,Tanker,Swift Transport,"EUR 3,287",SH100483,Express,No Temp Control,15-01-2024,No Dock,Delivered,vin1553911,STC,Electronics,900 km,DRV-2660850
Guwahati,Hyderabad,06-03-2026,4969 tons,15 CBM,Flatbed,JB Hunt,3539 USD,SH100484,Overnight,+4C,Jan 15 2024,Side Load,Picked Up,VIN3917619,STC,Auto Parts,700 km,drv1812259
Indore,Nagpur,32/02/2026,7790 KG,2 m3,Flatbed,SWIFT TRANSPORT,EUR 2571,SH100485,Standard,5 °C,15-01-2024,Rear Load,Cancelled,VIN:5865801,Collect,Textiles,800 KM,drv8660528
Coimbatore,Chennai,03-06-2026,14701 KG,49 CBM,Reefer,DHL Express,"EUR 3,555",SH100486,STD,2°C,2024-01-15T08:30,Open Yard,Delayed,VIN 7195498,Prepaid,Auto Parts,1000kms,DRV6312343
Mumbai,Chennai,March 6 2026,18705 tons,28 cubic meters,Full Truck Load,JB Hunt,"$3,706",SH100487,Priority,20 °C,20240115,Side Load,In Transit,VIN-9381156,Freight Prepaid,Machinery,300km,DRV 5571304
Surat,Hosur,06-03-2026,18758 tons,47 m3,Less Than Truckload,JB Hunt,$1856,SH100488,Ground,35°F,Jan 15 2024,Ramp,Processing,VIN:1597305,STC,Furniture,1000kms,DRIVER5692697
Trichy,Nagpur,03-06-2026,8603 KG,25 CBM,Step Deck,DHL Express,USD 3579,SH100489,Priority,20 °C,01/15/2024,No Dock,Picked Up,vin5396242,Freight Collect,Machinery,250 km,DRV-7865595
Bhopal,Chennai,06-03-2026,18170 KG,55 cubic meters,Container,Schneider National,2000,SH100490,STD,-5C,01/15/2024,Side Load,Processing,vin8399401,PPD,Machinery,500km,DRIVER5436803
